date_local,parameter_code,sample_duration_code,sample_duration,observation_count,observation_percent,arithmetic_mean,aqi,parameter_code44201,sample_duration_code44201,sample_duration44201,observation_count44201,observation_percent44201,arithmetic_mean44201,aqi44201,parameter_code88101,sample_duration_code88101,sample_duration88101,observation_count88101,observation_percent88101,arithmetic_mean88101,aqi88101,aqi_max,latitude,longitude,validity_indicator,pollutant_standard,units_of_measure,city,latitude44201,longitude44201,validity_indicator44201,pollutant_standard44201,units_of_measure44201,city44201,latitude88101,longitude88101,validity_indicator88101,pollutant_standard88101,units_of_measure88101,city88101
2024-01-10,42101,Z,,24.0,,0.170833,2.0,44201,W,,130.0,,0.0201775,25.166666666666668,88101,X,,24.0,,2.8000000000000003,15.333333333333334,25.166666666666668,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-01-11,42101,Z,,24.0,,0.216667,3.0,44201,W,,130.0,,0.015748333333333333,21.0,88101,X,,16.0,,5.0,28.0,28.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2024,Micrograms/cubic meter (LC),New York
2024-01-12,42101,Z,,24.0,,0.258333,3.0,44201,W,,130.0,,0.019571,30.5,88101,X,,16.0,,6.05,33.5,33.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-01-13,42101,Z,,24.0,,0.175,2.0,44201,W,,130.0,,0.025455166666666668,28.666666666666668,88101,7,,24.0,,3.5666666666666664,20.0,28.666666666666668,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 2008,Parts per million,New York,40.8679,-73.87809,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-01-14,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.025082666666666666,27.0,88101,X,,8.0,,3.8,21.0,27.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2024,Micrograms/cubic meter (LC),New York
2024-01-15,42101,Z,,24.0,,0.220833,3.0,44201,W,,130.0,,0.01393,20.166666666666668,88101,X,,8.0,,5.2,29.0,29.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 2008,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-01-16,42101,Z,,24.0,,0.245833,3.0,44201,W,,130.0,,0.0163775,24.0,88101,X,,24.0,,8.766666666666667,48.666666666666664,48.666666666666664,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-01-17,42101,Z,,24.0,,0.216667,3.0,44201,W,,130.0,,0.02404416666666667,28.0,88101,X,,16.0,,6.05,33.5,33.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2024,Micrograms/cubic meter (LC),New York
2024-01-18,42101,Z,,24.0,,0.3,5.0,44201,W,,130.0,,0.008201,14.5,88101,X,,16.0,,8.5,47.5,47.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-01-19,42101,Z,,24.0,,0.270833,5.0,44201,W,,130.0,,0.018699999999999998,24.5,88101,7,,32.0,,10.649999999999999,54.0,54.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.8679,-73.87809,Y,PM25 Annual 2012,Micrograms/cubic meter (LC),New York
2024-01-20,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.027355333333333332,28.0,88101,X,,16.0,,3.8,21.5,28.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-01-21,42101,Z,,24.0,,0.170833,2.0,44201,W,,121.0,,0.029055666666666664,30.5,88101,X,,16.0,,3.2,18.0,30.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2012,Micrograms/cubic meter (LC),New York
2024-01-22,42101,Z,,24.0,,0.2625,3.0,44201,W,,124.0,,0.012733166666666665,16.5,88101,X,,24.0,,7.833333333333333,43.666666666666664,43.666666666666664,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-01-23,42101,Z,,24.0,,0.391667,6.0,44201,W,,130.0,,0.005341333333333333,9.0,88101,X,,16.0,,13.8,59.5,59.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2024,Micrograms/cubic meter (LC),New York
2024-01-24,42101,Z,,18.0,,0.4,7.0,44201,W,,121.0,,0.0023625,4.5,88101,X,,16.0,,17.7,67.5,67.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-01-25,42101,Z,,24.0,,0.591667,8.0,44201,W,,113.0,,0.0038499999999999997,12.0,88101,X,,32.0,,12.8,57.75,57.75,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,N,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-01-26,42101,Z,,24.0,,0.241667,5.0,44201,W,,122.0,,0.010055833333333333,19.0,88101,X,,16.0,,6.550000000000001,36.0,36.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2012,Micrograms/cubic meter (LC),New York
2024-01-27,42101,Z,,24.0,,0.295833,5.0,44201,W,,130.0,,0.0101175,15.5,88101,X,,16.0,,7.3,41.0,41.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-01-28,42101,Z,,24.0,,0.225,3.0,44201,W,,130.0,,0.016577833333333333,21.5,88101,X,,24.0,,3.1,17.333333333333332,21.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-01-29,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.016889,19.0,88101,X,,16.0,,3.6500000000000004,20.5,20.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2012,Micrograms/cubic meter (LC),New York
2024-01-30,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.019895333333333334,24.5,88101,X,,16.0,,4.05,22.5,24.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-01-31,42101,Z,,24.0,,0.204167,3.0,44201,W,,130.0,,0.012769500000000001,21.833333333333332,88101,7,,32.0,,5.025,27.75,27.75,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.8679,-73.87809,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-02-01,42101,Z,,24.0,,0.35,6.0,44201,W,,130.0,,0.004518166666666667,6.5,88101,X,,16.0,,14.899999999999999,61.5,61.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-02-02,42101,Z,,24.0,,0.35,6.0,44201,W,,130.0,,0.007577833333333333,13.0,88101,X,,16.0,,10.7,54.0,54.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2024,Micrograms/cubic meter (LC),New York
2024-02-03,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.02086033333333333,23.5,88101,7,,24.0,,4.033333333333334,22.0,23.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-02-04,42101,Z,,24.0,,0.191667,2.0,44201,W,,118.0,,0.025510333333333333,31.0,88101,X,,16.0,,4.1,22.5,31.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-02-05,42101,Z,,24.0,,0.2,2.0,44201,W,,124.0,,0.031649166666666666,32.5,88101,X,,16.0,,3.5,19.0,32.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-02-06,42101,Z,,18.0,,0.2,2.0,44201,W,,130.0,,0.022991,29.5,88101,7,,32.0,,3.7,20.75,29.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-02-07,42101,Z,,24.0,,0.233333,6.0,44201,W,,130.0,,0.014085833333333332,27.0,88101,X,,16.0,,5.2,29.0,29.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-02-08,42101,Z,,24.0,,0.5,7.0,44201,W,,130.0,,0.010498166666666668,14.0,88101,X,,16.0,,12.0,56.5,56.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2024,Micrograms/cubic meter (LC),New York
2024-02-09,42101,Z,,24.0,,0.279167,5.0,44201,W,,130.0,,0.015736,30.0,88101,X,,24.0,,9.133333333333333,49.666666666666664,49.666666666666664,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2012,Micrograms/cubic meter (LC),New York
2024-02-10,42101,Z,,24.0,,0.779167,14.0,44201,W,,130.0,,0.008147,13.5,88101,X,,16.0,,21.65,74.5,74.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-02-11,42101,Z,,24.0,,0.308333,7.0,44201,W,,118.0,,0.019568333333333333,21.5,88101,X,,16.0,,7.35,41.0,41.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-02-12,42101,Z,,24.0,,0.2,2.0,44201,W,,126.0,,0.013888,17.5,88101,7,,32.0,,5.875,32.5,32.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 2008,Parts per million,New York,40.8679,-73.87809,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-02-13,42101,Z,,18.0,,0.216667,3.0,44201,W,,130.0,,0.019224833333333333,24.5,88101,X,,16.0,,5.2,29.0,29.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-02-14,42101,Z,,24.0,,0.175,3.0,44201,W,,130.0,,0.033133333333333334,33.0,88101,X,,16.0,,3.0,16.5,33.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2024,Micrograms/cubic meter (LC),New York
2024-02-15,42101,Z,,24.0,,0.1875,3.0,44201,W,,130.0,,0.022380999999999998,23.333333333333332,88101,X,,24.0,,5.166666666666667,28.333333333333332,28.333333333333332,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-hour 2015,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2012,Micrograms/cubic meter (LC),New York
2024-02-16,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.025572833333333333,29.5,88101,X,,16.0,,3.7,21.0,29.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2024,Micrograms/cubic meter (LC),New York
2024-02-17,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.023187,26.5,88101,X,,16.0,,4.25,23.5,26.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-02-18,42101,Z,,24.0,,0.2125,3.0,44201,W,,130.0,,0.02854166666666667,34.0,88101,X,,32.0,,5.525,30.5,34.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2024,Micrograms/cubic meter (LC),New York
2024-02-19,42101,Z,,24.0,,0.216667,3.0,44201,W,,118.0,,0.029875,34.5,88101,X,,16.0,,3.95,22.0,34.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2012,Micrograms/cubic meter (LC),New York
2024-02-20,42101,Z,,24.0,,0.191667,3.0,44201,W,,124.0,,0.021100833333333333,31.5,88101,X,,16.0,,3.3,18.5,31.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-02-21,42101,Z,,24.0,,0.308333,6.0,44201,W,,130.0,,0.0245025,31.0,88101,7,,24.0,,4.866666666666666,27.333333333333332,31.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-02-22,42101,Z,,24.0,,0.225,3.0,44201,W,,130.0,,0.025379333333333334,29.0,88101,X,,16.0,,5.95,33.0,33.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-02-23,42101,Z,,24.0,,0.258333,3.0,44201,W,,130.0,,0.013638666666666667,17.0,88101,X,,16.0,,10.35,53.5,53.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-02-24,42101,Z,,24.0,,0.216667,3.0,44201,W,,130.0,,0.031091333333333332,32.0,88101,X,,32.0,,5.8,32.25,32.25,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2012,Micrograms/cubic meter (LC),New York
2024-02-25,42101,Z,,24.0,,0.245833,3.0,44201,W,,118.0,,0.0220965,25.5,88101,X,,16.0,,3.6500000000000004,20.5,25.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2012,Micrograms/cubic meter (LC),New York
2024-02-26,42101,Z,,24.0,,0.366667,7.0,44201,W,,126.0,,0.007012666666666667,12.5,88101,X,,16.0,,8.05,45.0,45.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-02-27,42101,Z,,18.0,,0.35,9.0,44201,W,,130.0,,0.022750666666666666,31.5,88101,X,,16.0,,12.4,57.0,57.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-02-28,42101,Z,,24.0,,0.254167,5.0,44201,W,,130.0,,0.02314366666666667,27.833333333333332,88101,X,,16.0,,15.399999999999999,62.5,62.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2012,Micrograms/cubic meter (LC),New York
2024-02-29,42101,Z,,24.0,,0.191667,3.0,44201,W,,130.0,,0.030865166666666666,32.5,88101,X,,16.0,,2.3499999999999996,13.0,32.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2024,Micrograms/cubic meter (LC),New York
2024-03-01,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.031231333333333333,32.0,88101,7,,32.0,,4.775,26.25,32.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2024,Micrograms/cubic meter (LC),New York
2024-03-02,42101,Z,,24.0,,0.204167,3.0,44201,W,,130.0,,0.021302833333333337,25.666666666666668,88101,X,,8.0,,5.8,32.0,32.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-hour 2015,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2012,Micrograms/cubic meter (LC),New York
2024-03-03,42101,Z,,24.0,,0.220833,3.0,44201,W,,118.0,,0.028656166666666667,34.5,88101,X,,8.0,,2.6,14.0,34.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 2024,Micrograms/cubic meter (LC),New York
2024-03-04,42101,Z,,24.0,,0.2,2.0,44201,W,,126.0,,0.023102499999999998,24.0,88101,X,,24.0,,4.466666666666666,25.0,25.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 2008,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2024,Micrograms/cubic meter (LC),New York
2024-03-05,42101,Z,,18.0,,0.166667,3.0,44201,W,,130.0,,0.02099366666666667,28.0,88101,X,,16.0,,4.4,24.5,28.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-03-06,42101,Z,,24.0,,0.3,5.0,44201,W,,130.0,,0.008546666666666666,11.5,88101,X,,16.0,,11.649999999999999,56.0,56.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2006,Micrograms/cubic meter (LC),New York
2024-03-07,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.020514,22.5,88101,X,,32.0,,2.625,14.75,22.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-03-08,42101,Z,,24.0,,0.2,2.0,44201,W,,130.0,,0.027970666666666668,30.5,88101,X,,16.0,,3.6500000000000004,20.5,30.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2024,Micrograms/cubic meter (LC),New York
2024-03-09,42101,Z,,24.0,,0.158333,2.0,44201,W,,130.0,,0.031907,31.5,88101,X,,16.0,,5.199999999999999,28.5,31.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-03-10,42101,Z,,24.0,,0.191667,2.0,44201,W,,118.0,,0.029127166666666666,29.5,88101,7,,24.0,,1.8333333333333333,10.333333333333334,29.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-03-11,42101,Z,,24.0,,0.129167,2.0,44201,W,,126.0,,0.03710683333333333,39.0,88101,X,,16.0,,1.9500000000000002,11.0,39.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 2012,Micrograms/cubic meter (LC),New York
2024-03-12,42101,Z,,18.0,,0.233333,5.0,44201,W,,130.0,,0.0270325,42.0,88101,X,,16.0,,4.75,26.5,42.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-03-13,42101,Z,,24.0,,0.475,9.0,44201,W,,130.0,,0.022236000000000002,37.0,88101,X,,32.0,,9.9,51.75,51.75,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.81551,-73.88553,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-03-14,42101,Z,,24.0,,0.333333,5.0,44201,W,,130.0,,0.027071,37.0,88101,X,,16.0,,16.95,66.0,66.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2024,Micrograms/cubic meter (LC),New York
2024-03-15,42101,Z,,24.0,,0.266667,5.0,44201,W,,130.0,,0.033106666666666666,39.0,88101,X,,16.0,,9.7,52.0,52.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2012,Micrograms/cubic meter (LC),New York
2024-03-16,42101,Z,,24.0,,0.216667,3.0,44201,W,,130.0,,0.032786666666666665,38.0,88101,X,,24.0,,5.7,31.666666666666668,38.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 1997,Micrograms/cubic meter (LC),New York
2024-03-17,42101,Z,,24.0,,0.2125,3.0,44201,W,,115.0,,0.034676000000000005,37.5,88101,X,,16.0,,4.2,23.0,37.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-03-18,42101,Z,,24.0,,0.158333,2.0,44201,W,,113.0,,0.0310185,32.5,88101,X,,16.0,,2.7,15.0,32.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-hour 2015,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-03-19,42101,Z,,17.0,,0.152941,2.0,44201,W,,130.0,,0.030571666666666664,34.5,88101,X,,32.0,,3.35,18.75,34.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.816,-73.902,Y,Ozone 8-Hour 2008,Parts per million,New York,40.81551,-73.88553,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
2024-03-20,42101,Z,,24.0,,0.245833,3.0,44201,W,,130.0,,0.0254045,30.5,88101,X,,16.0,,6.699999999999999,37.5,37.5,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 1997,Parts per million,New York,40.816,-73.902,Y,PM25 Annual 1997,Micrograms/cubic meter (LC),New York
2024-03-21,42101,Z,,24.0,,0.154167,2.0,44201,W,,130.0,,0.032640333333333334,34.0,88101,X,,16.0,,2.1500000000000004,12.0,34.0,40.8679,-73.87809,Y,CO 8-hour 1971,Parts per million,New York,40.8679,-73.87809,Y,Ozone 8-Hour 2008,Parts per million,New York,40.816,-73.902,Y,PM25 24-hour 2006,Micrograms/cubic meter (LC),New York
